,target,situation,location,gc_id,fruit_situation_id,number_of_fruit,month_creation_date_answer,day_creation_date_answer,hour_creation_date_answer,year_creation_date_global,month_creation_date_global,day_creation_date_global,hour_creation_date_global,month_creation_date_request,day_creation_date_request,hour_creation_date_request,AP 0,favorite_fruit 0,hobby 0,hobby 1,green_vegetables 0
22905,0,-1,315710,10,100,0,3,26,17,2018,7,9,19,3,26,17,True,False,True,False,True
22906,2,-1,64,20,170,-1,1,4,9,2018,2,9,10,1,4,9,True,False,True,False,True
22907,1,-1,30,100,50,-1,3,15,10,2018,11,21,17,3,15,10,True,True,True,False,True
22908,0,-1,45,10,170,0,1,26,7,2018,10,24,10,1,26,7,True,False,True,False,True
22909,0,-1,26,10,170,-1,3,24,18,2019,2,13,15,3,24,18,True,False,True,False,True
22910,1,-1,87,40,10,-1,3,30,8,2019,2,25,12,3,30,8,True,True,True,False,True
22911,0,10,78,100,200,1,1,4,7,2019,1,2,16,1,4,7,True,True,True,False,True
22912,0,-1,94,20,130,-1,3,9,8,2019,2,19,20,3,9,8,True,False,True,False,True
22913,0,-1,14,10,200,-1,3,28,11,2018,3,2,9,3,28,11,True,False,True,False,True
22914,3,-1,95,40,50,3,2,6,9,2018,12,6,11,2,6,9,True,True,True,False,True
22915,2,-1,32,10,10,-1,1,31,7,2019,1,7,16,1,31,7,True,False,True,False,True
22916,1,-1,43,40,200,-1,1,27,18,2019,1,27,18,1,27,18,True,True,True,False,True
22917,0,-1,32,40,10,-1,1,10,6,2018,12,29,18,1,10,6,True,True,True,False,False
22918,0,-1,50,20,170,-1,3,11,20,2019,2,25,20,3,11,20,True,False,True,False,True
22919,0,-1,94,10,200,-1,3,28,19,2019,3,9,18,3,28,19,True,False,True,False,True
22920,0,-1,22,100,10,-1,3,10,16,2019,2,7,10,3,10,16,True,True,True,False,True
22921,1,-1,38,10,10,-1,3,23,14,2018,3,4,16,3,23,14,True,False,True,False,True
22922,2,-1,38,10,200,-1,1,28,16,2018,7,26,14,1,28,16,True,False,True,False,True
22923,1,-1,46,10,10,-1,2,13,9,2018,11,5,12,2,13,9,True,False,True,False,True
22924,2,-1,83,40,10,-1,1,14,10,2018,11,12,12,1,14,10,True,True,True,False,True
22925,0,-1,70,10,200,0,2,3,12,2018,3,19,14,2,3,12,True,False,True,False,True
22926,1,-1,27,10,200,-1,2,27,18,2019,2,27,18,2,27,18,True,False,True,False,True
22927,2,-1,16,80,10,-1,2,15,7,2019,1,10,8,2,15,7,True,False,True,False,True
22928,0,-1,70,10,200,0,1,29,13,2018,5,3,9,1,29,13,True,False,True,False,True
22929,0,-1,60,10,200,-1,3,19,17,2018,8,20,7,3,19,17,True,False,True,False,True
22930,1,-1,60,10,200,-1,3,24,23,2019,2,12,8,3,26,9,True,False,True,False,True
22931,1,-1,46,10,160,-1,2,10,19,2018,6,2,7,2,10,19,True,False,True,False,True
22932,1,-1,72,20,170,-1,2,25,14,2018,11,12,9,2,25,14,True,False,True,False,True
22933,2,-1,14,10,10,-1,1,11,10,2018,12,26,15,1,11,10,True,False,True,False,True
22934,2,-1,18,20,10,-1,3,11,8,2018,9,13,7,3,11,8,True,False,True,False,True
22935,1,-1,38,10,180,-1,1,20,13,2018,10,29,15,1,20,13,True,False,True,False,True
22936,1,-1,70,10,200,-1,3,14,8,2018,10,19,15,3,14,8,True,False,True,False,True
22937,0,-1,46,100,10,-1,3,4,7,2018,9,24,13,3,4,7,True,True,True,False,True
22938,0,-1,70,60,200,-1,2,18,16,2018,8,20,16,2,18,16,True,True,True,False,True
22939,0,-1,13,10,10,0,1,5,8,2017,5,18,0,1,5,8,True,False,True,False,True
22940,2,-1,46,100,10,-1,3,28,7,2018,9,24,13,3,28,7,True,True,True,False,True
22941,3,-1,6,20,200,-1,1,15,20,2018,11,29,22,1,15,20,True,False,True,False,True
22942,0,-1,70,10,200,-1,2,5,22,2018,4,11,19,2,5,22,True,False,True,False,True
22943,0,-1,68,40,200,-1,2,7,14,2019,2,7,14,2,7,14,True,True,True,False,True
22944,0,-1,70,10,200,-1,1,14,14,2019,1,13,14,1,14,14,True,False,True,False,True
22945,1,-1,93,20,50,0,1,3,18,2018,11,21,18,1,3,18,True,False,True,False,True
22946,0,-1,68,70,200,-1,2,12,15,2018,9,18,16,2,12,15,True,True,True,False,True
22947,2,-1,13,10,10,0,2,14,10,2016,9,6,0,2,14,10,True,False,True,False,True
22948,2,-1,18,40,10,2,1,3,10,2018,2,15,17,1,3,10,True,True,True,False,False
22949,0,-1,79,10,200,-1,2,8,16,2019,1,13,16,2,8,16,True,False,True,False,True
22950,0,-1,13,100,200,-1,3,5,13,2019,3,5,13,3,5,13,True,True,True,False,True
22951,1,10,96,100,50,1,2,5,11,2018,12,7,0,2,5,11,True,True,True,False,True
22952,1,-1,36,20,200,-1,2,27,11,2019,2,27,11,2,27,11,True,False,True,False,True
22953,0,-1,68,10,200,-1,2,23,6,2019,1,28,14,2,23,6,True,False,True,False,True
22954,0,-1,34,70,200,-1,2,28,19,2019,1,4,15,2,28,19,True,True,True,False,True
22955,1,-1,46,10,160,-1,3,17,18,2017,10,25,11,3,17,18,True,False,True,False,True
22956,1,-1,63,20,200,-1,1,2,14,2018,12,12,9,1,2,14,True,False,True,False,True
22957,0,-1,45,100,170,-1,2,12,15,2018,10,24,15,2,12,15,True,True,True,False,True
22958,2,-1,93,40,50,-1,1,17,10,2018,10,5,17,1,17,10,True,True,True,False,True
22959,0,-1,60,20,200,-1,3,15,9,2018,7,17,8,3,15,9,True,False,True,False,True
22960,1,-1,36,10,200,0,1,11,7,2019,1,10,17,1,11,7,True,False,True,False,True
22961,0,-1,68,10,200,-1,3,18,16,2018,8,2,7,3,18,16,True,False,True,False,True
22962,0,10,39,40,200,3,3,11,7,2017,10,22,0,3,11,7,True,True,True,False,False
22963,0,-1,60,100,200,-1,1,10,13,2018,7,6,11,1,10,13,True,True,True,False,True
22964,1,-1,29,40,10,-1,3,15,16,2019,3,11,21,3,15,16,True,True,True,False,True
22965,2,-1,96,20,10,-1,2,7,13,2019,1,31,8,2,7,13,True,False,True,False,True
22966,1,-1,71,20,10,-1,3,26,9,2019,3,26,10,3,26,9,True,False,True,False,True
22967,0,-1,10,10,200,0,3,24,7,2019,3,14,9,3,24,7,True,False,True,False,True
22968,0,-1,14,10,170,-1,1,3,10,2018,12,3,19,1,3,10,True,False,True,False,True
22969,0,-1,78,40,200,-1,3,13,17,2019,2,26,10,3,13,17,True,True,True,False,True
22970,1,-1,43,20,10,-1,1,3,13,2018,12,14,9,1,3,13,True,False,True,False,True
22971,2,-1,92,40,50,1,3,18,9,2018,12,17,10,3,18,9,True,True,True,False,True
22972,0,-1,45,10,200,0,3,13,17,2019,3,3,9,3,13,17,True,False,True,False,True
22973,1,-1,16,10,120,0,2,20,10,2017,1,23,0,2,20,10,True,False,True,False,True
22974,0,-1,68,20,200,-1,1,3,11,2018,2,2,15,1,3,11,True,False,True,False,True
22975,2,-1,18,100,10,-1,2,28,8,2017,11,30,15,2,28,8,True,True,True,False,True
22976,1,-1,68,20,200,-1,3,14,10,2018,1,11,13,3,14,10,True,False,True,False,True
22977,0,-1,85,10,160,0,2,23,13,2018,7,27,4,2,23,13,True,False,True,False,True
22978,2,-1,92,100,50,1,1,31,9,2018,10,1,7,1,31,9,True,True,True,False,True
22979,0,-1,13,10,170,-1,3,21,18,2018,12,6,16,3,21,18,True,False,True,False,True
22980,2,-1,32,10,200,-1,2,23,11,2018,12,30,15,2,23,11,True,False,True,False,True
22981,2,-1,14,10,10,-1,1,11,9,2019,1,3,14,1,11,9,True,False,True,False,True
22982,0,-1,39,70,200,0,2,7,10,2019,2,4,19,2,7,10,True,True,True,False,True
22983,1,-1,22,30,10,-1,1,1,18,2018,12,23,21,1,1,18,True,True,True,False,True
22984,1,-1,84,10,200,-1,1,18,19,2019,1,24,11,1,18,19,True,False,True,False,True
22985,0,-1,16,80,10,-1,2,18,7,2019,2,6,11,2,18,7,True,False,True,False,True
22986,0,-1,86,20,170,0,1,9,7,2018,10,17,15,1,9,7,True,False,True,False,True
22987,2,-1,91,10,50,-1,2,19,9,2018,12,27,11,2,19,9,True,False,True,False,True
22988,1,-1,93,40,50,-1,1,14,15,2019,1,14,15,1,14,15,True,True,True,False,True
22989,0,-1,81,10,170,-1,3,11,21,2018,9,13,9,3,11,21,True,False,True,False,True
22990,1,-1,70,10,200,-1,2,23,13,2018,7,25,5,2,23,13,True,False,True,False,True
22991,2,-1,68,10,200,-1,1,7,13,2019,1,7,13,1,7,13,True,False,True,False,True
22992,0,-1,97,20,200,0,3,1,13,2018,7,17,16,3,1,13,True,False,True,False,True
22993,1,-1,78,20,10,0,3,12,12,2018,10,1,7,3,12,12,True,False,True,False,True
22994,0,-1,79,60,10,2,3,4,7,2019,3,4,7,3,4,7,True,True,True,False,True
22995,0,-1,32,10,200,-1,1,17,19,2019,1,9,16,1,17,19,True,False,True,False,True
22996,0,-1,60,100,200,-1,2,26,18,2018,9,28,9,2,26,18,True,True,True,False,True
22997,0,-1,88,20,200,-1,2,22,9,2019,2,12,14,2,22,9,True,False,True,False,True
22998,0,-1,57,100,140,-1,2,1,14,2018,9,12,11,2,1,14,True,True,True,False,True
22999,1,-1,93,20,160,0,1,7,7,2018,10,10,5,1,7,7,True,False,True,False,True
23000,0,-1,88,10,120,-1,3,3,9,2019,3,1,13,3,3,9,True,False,True,False,True
23001,1,-1,92,40,160,-1,2,9,10,2019,2,2,7,2,9,10,True,True,True,False,True
23002,0,-1,60,40,200,-1,2,28,15,2018,10,31,12,2,28,15,True,True,True,False,True
23003,1,-1,95,100,50,1,1,16,13,2019,1,7,20,1,16,13,True,True,True,False,True
23004,0,-1,78,60,130,1,1,4,17,2018,11,27,8,1,4,17,True,True,True,False,True
23005,1,-1,59,10,10,-1,3,28,9,2019,3,31,7,3,28,9,True,False,True,False,True
23006,0,-1,34,30,200,-1,3,4,14,2019,3,4,14,3,4,14,True,True,True,False,True
23007,0,-1,84,10,200,-1,2,28,11,2018,12,3,14,2,28,11,True,False,True,False,True
23008,2,-1,11,30,50,-1,3,21,8,2019,3,10,8,3,21,8,True,True,True,False,True
23009,1,-1,38,10,200,0,3,29,14,2017,10,31,19,3,29,14,True,False,True,False,True
23010,1,-1,57,10,200,-1,2,14,14,2019,1,29,16,2,14,14,True,False,True,False,True
23011,0,-1,64,10,170,-1,2,22,17,2019,1,28,10,2,22,17,True,False,True,False,True
23012,2,-1,38,10,10,-1,3,21,14,2019,1,3,14,3,21,14,True,False,True,False,True
23013,1,-1,50,60,10,-1,1,16,7,2019,1,3,15,1,16,7,True,True,True,False,True
23014,0,-1,68,10,200,-1,3,7,9,2018,11,3,8,3,7,9,True,False,True,False,True
23015,2,-1,79,20,100,-1,2,13,7,2018,12,23,21,2,13,7,True,False,True,False,True
23016,0,-1,13,50,200,-1,2,1,13,2019,2,1,13,2,1,13,True,True,True,False,True
23017,1,-1,8,10,10,2,3,11,12,2017,2,8,0,3,11,12,True,False,True,False,True
23018,0,-1,70,10,200,-1,1,30,16,2019,1,30,16,1,30,16,True,False,True,False,True
23019,0,-1,68,30,200,-1,1,6,15,2018,7,16,14,1,6,15,True,True,True,False,True
23020,0,-1,315710,100,130,-1,3,14,16,2019,1,24,21,3,14,16,True,True,True,False,True
23021,0,-1,68,20,200,-1,2,26,15,2019,1,22,11,2,26,15,True,False,True,False,True
23022,1,-1,81,120,10,-1,1,29,15,2019,1,26,22,1,29,15,True,False,True,False,True
23023,0,-1,61,10,170,0,1,11,13,2017,10,13,0,1,11,13,True,False,True,False,True
23024,0,-1,78,10,10,0,2,27,13,2019,2,21,15,2,27,13,True,False,True,False,True
23025,1,-1,95,20,200,0,1,13,19,2018,11,1,17,1,13,19,True,False,True,False,True
23026,1,-1,95,10,200,0,2,6,19,2018,10,11,9,2,6,19,True,False,True,False,True
23027,2,-1,9,40,10,-1,3,26,10,2019,2,26,12,3,26,10,True,False,True,False,True
23028,0,-1,315670,10,170,-1,3,9,10,2018,9,25,14,3,9,10,True,False,True,False,True
23029,0,-1,67,10,200,-1,1,4,19,2017,12,1,1,1,4,19,True,False,True,False,True
23030,0,-1,78,20,10,-1,3,22,13,2018,11,15,13,3,22,13,True,False,True,False,True
23031,2,-1,50,10,10,0,1,31,7,2017,11,29,10,1,31,7,True,False,True,False,True
23032,1,-1,47,10,10,-1,3,24,10,2018,6,16,9,3,24,10,True,False,True,False,True
23033,0,-1,14,10,10,1,1,18,9,2018,1,3,18,1,18,9,True,False,True,False,True
23034,0,-1,35,20,200,-1,1,10,10,2018,1,8,8,1,10,10,True,False,True,False,False
23035,0,-1,70,10,200,-1,3,4,19,2019,2,14,18,3,4,19,True,False,True,False,True
23036,1,-1,92,20,160,-1,3,28,6,2018,11,15,14,3,28,6,True,False,True,False,True
23037,1,-1,315670,10,170,0,1,5,22,2018,3,28,13,1,5,22,True,False,True,False,True
23038,1,-1,55,10,10,-1,1,18,18,2018,6,15,7,1,18,18,True,False,True,False,True
23039,1,-1,70,30,200,-1,1,29,9,2018,12,14,11,1,29,9,True,True,True,False,True
23040,0,-1,70,100,200,2,1,4,12,2018,3,19,13,1,4,12,True,True,True,False,True
23041,0,-1,36,100,200,-1,3,14,7,2017,11,17,12,3,14,7,True,True,True,False,True
23042,2,-1,31,60,50,-1,3,22,8,2018,10,11,11,3,22,8,True,True,True,False,True
23043,0,-1,10,10,210,-1,2,22,8,2018,10,25,15,2,22,8,True,False,True,False,True
23044,0,-1,68,10,200,-1,1,24,6,2018,12,24,13,1,24,6,True,False,True,False,True
23045,1,-1,84,10,200,-1,1,7,9,2019,1,6,8,1,7,9,True,False,True,False,True
23046,0,-1,39,10,200,0,3,7,10,2018,7,2,16,3,7,10,True,False,True,False,False
23047,0,-1,96,20,200,-1,1,28,19,2019,1,27,23,1,28,19,True,False,True,False,True
23048,0,-1,67,70,10,-1,2,13,8,2018,11,20,13,2,13,8,True,True,True,False,True
23049,0,-1,68,10,200,-1,1,18,12,2018,10,8,14,1,18,12,True,False,True,False,True
23050,1,-1,32,10,200,-1,1,12,10,2018,12,30,15,1,12,10,True,False,True,False,True
23051,0,-1,34,10,200,-1,3,27,13,2019,2,13,7,3,27,13,True,False,True,False,True
23052,1,-1,13,10,200,0,2,25,7,2017,9,25,0,2,25,7,True,False,True,False,True
23053,0,-1,79,10,10,0,2,21,6,2018,12,21,10,2,21,6,True,False,True,False,True
23054,1,-1,67,10,10,-1,2,20,8,2018,2,22,11,2,20,8,True,False,True,False,True
23055,1,-1,84,10,10,0,2,17,10,2019,1,25,16,2,17,10,True,False,True,False,True
23056,1,-1,81,20,30,-1,2,5,13,2019,1,7,22,2,5,13,True,False,True,False,True
23057,0,-1,61,10,170,0,2,3,13,2018,11,14,10,2,3,13,True,False,True,False,True
23058,2,-1,78,20,200,-1,1,22,6,2018,10,1,7,1,22,6,True,False,True,False,True
23059,1,-1,93,20,10,0,3,2,9,2018,10,28,22,3,2,9,True,False,True,False,True
23060,1,-1,8,10,10,-1,1,21,18,2018,10,3,21,1,21,18,True,False,True,False,True
23061,2,-1,59,80,180,-1,2,8,21,2019,3,20,12,2,8,21,True,False,True,False,True
23062,0,-1,61,10,10,0,2,23,9,2014,3,24,0,2,23,9,True,False,True,False,True
23063,0,-1,52,10,200,-1,3,15,9,2019,2,18,12,3,15,9,True,False,True,False,True
23064,1,10,14,100,100,2,2,15,10,2018,8,20,11,2,15,10,True,True,True,False,True
23065,0,-1,96,10,50,-1,2,1,15,2018,11,26,10,2,1,15,True,False,True,False,True
23066,0,-1,94,40,10,-1,2,12,10,2018,11,13,19,2,12,10,True,True,True,False,False
23067,2,-1,96,40,50,1,2,6,8,2018,5,18,15,2,6,8,True,True,True,False,True
23068,3,-1,1,10,200,0,1,16,9,2019,1,16,10,1,16,9,True,False,True,False,True
23069,0,-1,93,20,10,0,2,14,13,2018,11,26,16,2,14,13,True,False,True,False,True
23070,0,-1,34,40,200,-1,2,16,9,2018,11,10,18,2,16,9,True,True,True,False,True
23071,0,-1,39,100,200,2,1,7,9,2018,9,27,11,1,7,9,True,True,True,False,True
23072,1,-1,70,20,200,-1,1,21,15,2018,11,5,14,1,21,15,True,False,True,False,True
23073,1,-1,22,10,10,0,3,18,16,2017,12,10,0,3,18,16,True,False,True,False,True
23074,0,-1,88,100,200,-1,1,29,9,2019,1,28,13,1,29,9,True,True,True,False,True
23075,0,-1,45,10,170,-1,2,25,15,2017,12,21,15,2,25,15,True,False,True,False,True
23076,0,-1,70,20,200,-1,1,19,9,2018,12,12,8,1,19,9,True,False,True,False,True
23077,1,-1,36,30,200,-1,3,14,9,2019,1,28,10,3,14,9,True,True,True,False,True
23078,1,-1,61,10,10,0,3,20,8,2018,4,10,10,3,20,8,True,False,True,False,True
23079,1,-1,29,20,10,-1,2,13,21,2019,1,26,20,2,13,21,True,False,True,False,True
23080,0,-1,70,10,200,0,2,15,15,2018,3,19,13,2,15,15,True,False,True,False,True
23081,0,-1,39,10,200,-1,1,25,8,2019,1,25,9,1,25,8,True,False,True,False,True
23082,0,-1,13,10,200,-1,3,5,8,2018,8,6,11,3,5,8,True,False,True,False,True
23083,0,-1,58,10,170,0,1,15,12,2018,2,7,13,1,15,12,True,False,True,False,True
23084,2,-1,93,100,50,-1,2,22,15,2018,10,5,11,2,22,15,True,True,True,False,True
23085,1,-1,55,10,170,0,3,6,18,2018,10,3,13,3,6,18,True,False,True,False,True
23086,0,-1,45,20,200,-1,2,9,13,2018,9,20,11,2,9,13,True,False,True,False,True
23087,1,-1,43,10,10,0,2,17,13,2019,1,7,14,2,17,13,True,False,True,False,True
23088,2,-1,45,10,200,-1,1,10,10,2019,1,10,10,1,10,10,True,False,True,False,True
23089,1,-1,43,30,10,-1,3,27,8,2019,2,5,14,3,27,8,True,True,False,True,True
23090,0,-1,32,30,200,-1,3,23,8,2019,2,8,11,3,23,8,True,True,True,False,True
23091,0,-1,315710,10,200,-1,3,6,18,2018,7,27,17,3,6,18,True,False,True,False,True
23092,0,-1,51,10,10,0,3,13,20,2019,2,25,17,3,13,20,True,False,True,False,True
23093,1,-1,73,100,100,-1,1,21,10,2018,10,24,14,1,21,10,True,True,True,False,True
23094,0,-1,70,70,200,0,2,3,21,2018,3,19,13,2,3,21,True,True,True,False,True
23095,1,-1,73,10,100,-1,1,11,13,2018,12,6,14,1,11,13,True,False,True,False,True
23096,3,10,95,40,50,2,3,26,7,2018,11,16,13,3,26,7,True,True,True,False,True
23097,1,-1,61,10,10,0,3,4,18,2017,7,17,0,3,4,18,True,False,True,False,True
23098,1,-1,81,10,10,-1,2,4,12,2018,6,25,10,2,4,12,True,False,True,False,True
23099,0,-1,60,10,200,-1,1,17,12,2018,12,4,21,1,17,12,True,False,True,False,True
23100,1,-1,92,30,160,-1,1,24,7,2018,10,5,17,1,24,7,True,True,True,False,True
23101,1,-1,18,10,170,-1,1,2,7,2018,12,19,7,1,2,7,True,False,True,False,True
23102,0,-1,95,20,10,-1,3,26,13,2018,12,19,21,3,26,13,True,False,True,False,True
23103,0,-1,70,60,200,0,1,15,12,2018,3,19,14,1,15,12,True,True,True,False,True
23104,0,-1,78,10,200,0,3,22,8,2018,11,5,18,3,22,8,True,False,True,False,True
23105,0,-1,45,10,170,-1,2,28,14,2018,10,9,16,2,28,14,True,False,True,False,True
23106,1,-1,22,10,10,-1,3,2,13,2018,10,4,12,3,2,13,True,False,True,False,True
23107,0,-1,51,10,10,-1,3,19,20,2019,1,28,17,3,19,20,True,False,True,False,True
23108,1,-1,22,10,10,-1,2,9,20,2019,2,8,9,2,9,20,True,False,True,False,True
23109,1,-1,43,10,10,-1,3,13,7,2018,12,20,12,3,13,7,True,False,True,False,True
23110,1,-1,32,10,10,-1,1,11,7,2019,1,7,16,1,11,7,True,False,True,False,True
23111,0,-1,35,20,130,-1,1,2,11,2019,1,2,11,1,2,11,True,False,True,False,True
23112,1,-1,50,70,10,-1,2,22,7,2018,12,6,17,2,22,7,True,True,True,False,True
23113,0,-1,83,40,170,-1,2,20,10,2019,2,18,10,2,20,10,True,True,True,False,True
23114,0,-1,40,20,120,0,2,24,17,2018,9,27,10,2,24,17,True,False,True,False,False
23115,1,-1,72,10,170,-1,1,15,8,2018,1,16,7,1,15,8,True,False,True,False,True
23116,1,-1,43,40,10,2,3,19,12,2019,2,28,7,3,19,12,True,True,True,False,True
23117,1,-1,81,10,10,-1,2,10,21,2019,2,7,9,2,10,21,True,False,True,False,True
23118,2,-1,32,40,190,-1,3,19,10,2018,12,26,11,3,19,10,True,True,True,False,True
23119,0,-1,88,100,110,1,3,16,14,2018,9,17,15,3,16,14,True,True,True,False,True
23120,1,-1,43,10,10,-1,2,20,9,2019,1,4,13,2,20,9,True,False,True,False,True
23121,2,-1,13,10,200,-1,3,4,7,2019,3,4,7,3,4,7,True,False,True,False,True
23122,0,-1,36,10,200,-1,1,19,7,2018,11,15,12,1,19,7,True,False,True,False,True
23123,2,-1,13,10,110,-1,2,18,10,2018,9,12,11,2,18,10,True,False,True,False,True
23124,0,-1,36,70,200,-1,2,24,18,2019,2,24,19,2,24,18,True,True,True,False,True
23125,1,-1,11,10,10,-1,3,31,7,2019,3,11,16,3,31,7,True,False,True,False,True
23126,1,-1,84,20,10,-1,3,26,7,2019,3,11,13,3,26,7,True,False,True,False,True
23127,1,-1,32,20,10,-1,2,23,11,2019,2,22,12,2,23,11,True,False,True,False,True
23128,0,-1,58,10,110,-1,3,10,19,2019,3,10,19,3,10,19,True,False,True,False,True
23129,1,-1,46,20,10,-1,2,15,7,2018,9,3,11,2,15,7,True,False,True,False,True
23130,0,-1,96,10,200,-1,1,23,14,2019,1,3,13,1,23,14,True,False,True,False,True
23131,1,-1,81,20,10,-1,3,18,13,2019,3,15,13,3,18,13,True,False,True,False,True
23132,2,-1,69,40,120,-1,2,25,16,2019,2,25,12,2,25,16,True,True,True,False,False
23133,1,-1,3,60,50,-1,1,6,10,2018,5,9,19,1,6,10,True,True,True,False,True
23134,0,-1,95,10,100,-1,3,29,19,2019,3,29,19,3,29,19,True,False,True,False,True
23135,1,-1,63,10,10,0,1,9,9,2018,12,21,14,1,9,9,True,False,True,False,True
23136,1,-1,3,10,10,0,3,8,9,2018,1,29,10,3,8,9,True,False,True,False,True
23137,0,-1,34,10,200,0,3,28,13,2018,4,14,20,3,28,13,True,True,True,False,True
23138,1,-1,70,10,200,-1,2,11,12,2019,1,23,15,2,11,12,True,False,True,False,True
23139,1,-1,78,30,200,-1,1,21,12,2018,12,3,11,1,21,12,True,True,True,False,True
23140,0,-1,60,10,200,-1,1,9,8,2018,11,12,13,1,9,8,True,False,True,False,True
23141,0,-1,79,30,200,-1,1,14,8,2018,11,14,15,1,14,8,True,True,True,False,True
23142,2,-1,93,50,50,-1,1,25,8,2018,12,5,14,1,25,8,True,True,True,False,True
23143,0,-1,79,10,130,-1,1,31,9,2018,12,27,11,1,31,9,True,False,True,False,True
23144,2,-1,92,20,160,-1,1,2,12,2018,11,21,15,1,2,12,True,False,True,False,True
23145,0,-1,68,10,200,-1,1,8,15,2018,9,26,18,1,8,15,True,False,True,False,True
23146,0,-1,45,40,120,1,2,4,14,2018,7,25,14,2,4,14,True,True,True,False,True
23147,1,-1,30,10,170,-1,1,13,8,2019,1,11,14,1,13,8,True,False,True,False,True
23148,1,-1,90,10,200,0,3,2,13,2017,11,21,16,3,2,13,True,False,True,False,True
23149,0,-1,45,10,170,0,2,5,17,2018,12,19,11,2,5,17,True,False,True,False,True
23150,0,-1,22,10,10,-1,1,27,19,2018,1,19,14,1,27,19,True,False,True,False,True
23151,1,-1,18,10,10,-1,3,23,8,2019,2,28,10,3,23,8,True,False,True,False,True
23152,1,-1,46,100,10,-1,3,12,7,2018,5,11,16,3,12,7,True,True,True,False,True
23153,2,-1,93,40,50,-1,3,7,10,2019,4,3,9,3,7,10,True,True,True,False,True
23154,0,-1,27,20,200,-1,2,4,20,2019,2,4,20,2,4,20,True,False,True,False,True
23155,0,-1,35,100,200,-1,1,25,14,2019,1,21,10,1,25,14,True,True,True,False,True
23156,0,-1,12,10,170,-1,1,1,3,2019,1,25,10,1,1,3,True,False,True,False,True
23157,1,-1,43,10,110,-1,1,1,10,2018,11,23,8,1,1,10,True,False,True,False,True
23158,2,-1,69,10,10,0,3,8,9,2018,9,21,18,3,8,9,True,False,True,False,True
23159,0,-1,50,60,170,-1,2,5,8,2019,1,11,10,2,5,8,True,True,True,False,True
23160,0,-1,70,40,200,-1,3,18,14,2018,7,12,9,3,18,14,True,True,True,False,True
23161,0,-1,94,30,200,-1,1,11,14,2019,1,11,14,1,11,14,True,True,True,False,True
23162,1,-1,81,40,10,-1,2,28,13,2019,2,28,14,2,28,13,True,True,True,False,True
23163,0,-1,70,10,200,-1,2,28,20,2019,2,28,20,2,28,20,True,False,True,False,True
23164,0,-1,13,20,200,-1,1,29,21,2019,1,22,13,1,29,21,True,False,True,False,True
23165,1,-1,32,20,10,-1,1,14,10,2018,12,28,10,1,14,10,True,False,True,False,True
23166,2,10,93,100,50,3,1,21,9,2018,10,1,14,1,21,9,True,True,True,False,True
23167,3,-1,30,10,190,-1,1,23,8,2019,1,18,15,1,23,8,True,False,True,False,True
23168,2,10,92,40,50,1,1,7,11,2018,12,19,14,1,7,11,True,True,True,False,True
23169,1,-1,46,120,160,-1,3,5,17,2018,5,16,16,3,5,17,True,False,True,False,True
23170,2,-1,93,40,50,-1,3,21,13,2018,9,13,14,3,21,13,True,True,True,False,True
23171,0,-1,60,10,200,-1,3,22,20,2018,9,19,9,3,22,20,True,False,True,False,True
23172,0,-1,30,10,120,-1,1,29,9,2018,4,6,9,1,29,9,True,False,True,False,True
23173,0,-1,79,70,200,-1,1,18,13,2018,11,22,17,1,18,13,True,True,True,False,True
23174,1,-1,46,100,10,-1,2,20,7,2019,1,22,13,2,20,7,True,True,True,False,True
23175,1,-1,41,120,50,-1,3,11,12,2019,1,22,18,3,11,12,True,False,True,False,True
23176,1,-1,100,10,10,-1,2,27,4,2018,10,12,5,2,27,4,True,False,True,False,True
23177,1,-1,92,10,160,-1,1,20,15,2018,11,9,18,1,20,15,True,False,True,False,True
23178,1,-1,30,10,50,-1,1,7,14,2018,11,20,14,1,7,14,True,False,True,False,True
23179,2,-1,315710,40,160,-1,2,26,14,2018,10,10,19,2,26,14,True,True,True,False,True
23180,0,-1,34,100,20,-1,1,7,8,2018,2,20,11,1,7,8,True,True,True,False,True
23181,2,-1,13,10,200,-1,3,3,16,2018,7,10,9,3,3,16,True,False,True,False,True
23182,0,-1,45,10,110,0,3,15,9,2019,1,16,13,3,15,9,True,False,True,False,True
23183,0,-1,81,10,80,-1,2,15,22,2019,2,15,23,2,15,22,True,False,False,True,True
23184,0,-1,43,10,110,0,3,6,20,2017,10,7,15,3,6,20,True,False,True,False,True
23185,1,-1,30,10,50,-1,1,8,10,2018,11,22,9,1,8,10,True,False,True,False,True
23186,0,-1,34,30,200,-1,3,26,7,2018,12,10,16,3,26,7,True,True,True,False,True
23187,1,-1,92,20,160,1,3,15,7,2019,1,8,21,3,15,7,True,False,True,False,True
23188,1,-1,71,10,10,-1,2,27,19,2018,6,4,9,2,27,19,False,False,True,False,True
23189,2,-1,13,70,200,-1,3,22,13,2019,3,21,13,3,22,13,True,True,True,False,True
23190,1,-1,315710,10,170,-1,1,23,18,2019,2,6,0,1,23,18,True,False,True,False,True
23191,1,-1,95,10,200,-1,1,4,17,2018,12,29,17,1,4,17,True,False,True,False,True
23192,1,-1,32,10,200,-1,1,16,17,2019,1,12,17,1,16,17,True,False,True,False,True
23193,1,-1,93,40,50,-1,1,16,18,2018,10,24,14,1,16,18,True,True,True,False,True
